LCT_Connections,Category,Type,Import,Export,LicenceArea,FunctionalLocation,SecondarySubstationAlias,Status,Primary_FunctionalLocation,PrimaryFeeder,Latitude,Longitude,geopoint,LocalAuthority
10,Generation,Solar PV,0,35,Eastern Power Networks (EPN),EPN-S0000003U3633,3U3633,Connected,EPN-S0000000H3039,J62 SEVERALLS PRIMARY,,,"51.9085231540315, 0.916446256118995",Colchester District (B)
13,Generation,Solar PV,0,48,Eastern Power Networks (EPN),EPN-S0000005U1378,5U1378,Connected,EPN-S0000000H5019,H23 LEISTON PRIMARY,,,"52.2012436647344, 1.57774233945797",East Suffolk District
8,Generation,Solar PV,0,34,Eastern Power Networks (EPN),EPN-R00000000H38B-000-276Z,5R3486,Connected,EPN-S0000000H5027,H38 BENHALL PRIMARY,,,"52.1967913707441, 1.48816228236242",East Suffolk District
6,Generation,Solar PV,0,18,Eastern Power Networks (EPN),EPN-S0000008U1237,8U1237,Connected,EPN-S0000000H8072,A28 CHAUL END PRIMARY,,,"51.8980809189841, -0.437570406441391",Luton (B)
15,Generation,Solar PV,0,44,Eastern Power Networks (EPN),EPN-S0000007U2061,7U2061,Connected,EPN-S0000000H7037,C41 WICKFORD PRIMARY,,,"51.6205260077485, 0.518290947085976",Basildon District (B)
11,Generation,Solar PV,0,41,Eastern Power Networks (EPN),EPN-S0000001U1716,1U1716,Connected,EPN-S0000000H1018,B55 STOWMARKET GRID,,,"52.1798386088156, 0.991401495929374",Mid Suffolk District
6,Generation,Solar PV,0,13,Eastern Power Networks (EPN),EPN-S0000001U2490,1U2490,Connected,EPN-S0000000H1060,D29 DOCK RD PRIMARY,,,"51.9681914081622, 1.32732794931152",East Suffolk District
6,Generation,Solar PV,0,20,Eastern Power Networks (EPN),EPN-S0000005U3656,5U3656,Connected,EPN-S0000000H5040,L26 WYMONDHAM PRIMARY,,,"52.579943592403, 1.11486622599575",South Norfolk District
7,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000003U0294,3U0294,Connected,EPN-S0000000H3014,A16 BRAINTREE DEPOT PRIMARY,,,"51.8722688719299, 0.575086584610863",Braintree District
10,Generation,Solar PV,0,39,Eastern Power Networks (EPN),EPN-S0000005U0328,5U0328,Connected,EPN-S0000000H5083,H08 ORMESBY PRIMARY,,,"52.6617007782848, 1.71785878520385",Great Yarmouth District (B)
7,Generation,Solar PV,0,20,Eastern Power Networks (EPN),EPN-S0000008U5077,8U5077,Connected,EPN-S0000000H8060,F25 NORTH DR PRIMARY,,,"51.8062037320146, -0.826383091518024",Buckinghamshire
8,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000007U4226,7U4226,Connected,EPN-S0000000H7110,F46 HANGER LEA PRIMARY,,,"51.8755224894493, 0.175998076843055",East Hertfordshire District
7,Generation,Solar PV,0,21,Eastern Power Networks (EPN),EPN-S0000005U2158,5U2158,Connected,EPN-S0000000H5016,L05 EAST DEREHAM PRIMARY,,,"52.6605642840126, 1.03460132187461",Breckland District
6,Generation,Solar PV,0,18,Eastern Power Networks (EPN),EPN-S0000007U7649,7U7649,Connected,EPN-S0000000H7150,K30 ROMFORD PRIMARY,,,"51.5689136310652, 0.191929615202167",Havering London Boro
23,Generation,Solar PV,0,79,Eastern Power Networks (EPN),EPN-S0000005U2995,5U2995,Connected,EPN-S0000000H5070,L17 SPROWSTON PRIMARY,,,"52.6563611807576, 1.31311196895613",Broadland District
7,Generation,Solar PV,0,21,Eastern Power Networks (EPN),EPN-S0000008U4840,8U4840,Connected,EPN-S0000000H8134,F23 EXCHANGE ST PRIMARY,,,"51.8133768738813, -0.787981436727536",Buckinghamshire
8,Generation,Solar PV,0,30,Eastern Power Networks (EPN),EPN-R00000000L02L-000-089Z,1R7616,Connected,EPN-S0000000H5063,L02 ATTLEBOROUGH PRIMARY,,,"52.4787971115771, 1.02981624706514",Breckland District
9,Generation,Solar PV,0,30,Eastern Power Networks (EPN),EPN-S0000005U1604,5U1604,Connected,EPN-S0000000H5027,H38 BENHALL PRIMARY,,,"52.2144029632352, 1.48925563262995",East Suffolk District
34,Generation,Solar PV,0,126,Eastern Power Networks (EPN),EPN-S0000004U3165,4U3165,Connected,EPN-S0000000F4065,E14 FULBOURN GRID,,,"52.1783794144941, 0.155176655139516",Cambridge District (B)
11,Generation,Solar PV,0,15,Eastern Power Networks (EPN),EPN-S0000007U4275,7U4275,Connected,EPN-S0000000H7110,F46 HANGER LEA PRIMARY,,,"51.8965558596498, 0.196327508613072",Uttlesford District
7,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-R00000000A18E-000-032Z,3R0411,Connected,EPN-S0000000H3071,A18 BURNHAM PRIMARY,,,"51.6552187999695, 0.756040915991884",Maldon District (B)
6,Generation,Solar PV,0,24,Eastern Power Networks (EPN),EPN-S0000003U0424,3U0424,Connected,EPN-S0000000H3071,A18 BURNHAM PRIMARY,,,"51.6551512686929, 0.746305498130475",Maldon District (B)
14,Generation,Solar PV,0,42,Eastern Power Networks (EPN),EPN-S0000005U1881,5U1881,Connected,EPN-S0000000H5037,L21 TUCKSWOOD PRIMARY,,,"52.6068339063227, 1.25951916948785",Norwich District (B)
14,Generation,Solar PV,0,48,Eastern Power Networks (EPN),EPN-S0000007U6624,7U6624,Connected,EPN-S0000000H7067,K18 HAROLD WOOD PRIMARY,,,"51.6015258706244, 0.230763867449881",Havering London Boro
8,Generation,Solar PV,0,27,Eastern Power Networks (EPN),EPN-S0000004U2389,4U2389,Connected,EPN-S0000000H4042,E03 LITTLEPORT PRIMARY,,,"52.4541359610362, 0.310472505102566",East Cambridgeshire District
17,Generation,Solar PV,0,61,Eastern Power Networks (EPN),EPN-S0000001U3062,1U3062,Connected,EPN-S0000000H1059,D36 CLAYDON CEMENT PRIMARY,,,"52.0770862178092, 1.09412225704662",Mid Suffolk District
8,Generation,Solar PV,0,26,Eastern Power Networks (EPN),EPN-S0000005U1214,5U1214,Connected,EPN-S0000000H5018,H18 HENSTEAD PRIMARY,,,"52.4171206140861, 1.71437255610659",East Suffolk District
7,Generation,Solar PV,0,74,Eastern Power Networks (EPN),EPN-S0000008U4928,8U4928,Connected,EPN-S0000000H8134,F23 EXCHANGE ST PRIMARY,,,"51.820254476121, -0.840385985841357",Buckinghamshire
7,Generation,Solar PV,0,20,Eastern Power Networks (EPN),EPN-S0000007U5807,7U5807,Connected,EPN-S0000000H7153,H32 LITTLE BELHUS PRIMARY,,,"51.5110290903202, 0.286777266161582",Thurrock (B)
7,Generation,Solar PV,0,70,Eastern Power Networks (EPN),EPN-S0000004U2237,4U2237,Connected,EPN-S0000000H4007,E02 ELY PRIMARY,,,"52.3937232802182, 0.266509232793219",East Cambridgeshire District
10,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000007U2315,7U2315,Connected,EPN-S0000000H7038,C51 BELLHOUSE LN PRIMARY,,,"51.5594315186531, 0.658326149646982",Southend-on-Sea (B)
15,Generation,Solar PV,0,100,Eastern Power Networks (EPN),EPN-S0000005U2313,5U2313,Connected,EPN-S0000000H5052,L07 GEORGE HILL PRIMARY,,,"52.6489251151, 1.30904033415501",Norwich District (B)
17,Generation,Solar PV,0,54,Eastern Power Networks (EPN),EPN-S0000008U5139,8U5139,Connected,EPN-S0000000H8060,F25 NORTH DR PRIMARY,,,"51.7972168947318, -0.820701648095064",Buckinghamshire
6,Generation,Solar PV,0,15,Eastern Power Networks (EPN),EPN-S0000008U4512,8U4512,Connected,EPN-S0000000H8035,F08 KINGS LANGLEY PRIMARY,,,"51.7335468733875, -0.455126414705283",Dacorum District (B)
9,Generation,Solar PV,0,35,Eastern Power Networks (EPN),EPN-S0000006U0282,6U0282,Connected,EPN-S0000000F6037,C04 PETERBOROUGH NORTH GRID,,,"52.574502521266, -0.287799925583069",City of Peterborough (B)
7,Generation,Solar PV,0,26,Eastern Power Networks (EPN),EPN-S0000006U0083,6U0083,Connected,EPN-S0000000F6039,C53 PETERBOROUGH SOUTH PRI,,,"52.5414230020512, -0.271520568209465",City of Peterborough (B)
6,Generation,Solar PV,0,22,Eastern Power Networks (EPN),EPN-S0000008U7764,8U7764,Connected,EPN-S0000000H8011,K36 EASTCOTE PRIMARY,,,"51.5922630763829, -0.401334132396383",Hillingdon London Boro
7,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000008U6587,8U6587,Connected,EPN-S0000000H8164,J21 MARSHALSWICK PRIMARY,,,"51.7629982648499, -0.297366736339982",St. Albans District (B)
7,Generation,Solar PV,0,24,Eastern Power Networks (EPN),EPN-S0000007U6539,7U6539,Connected,EPN-S0000000H7004,K14 CRANHAM PRIMARY,,,"51.5528145761463, 0.258134351016189",Havering London Boro
12,Generation,Solar PV,0,39,Eastern Power Networks (EPN),EPN-S0000007U2817,7U2817,Connected,EPN-S0000000H7086,D10 BRUCE GV PRIMARY,,,"51.6009427960939, -0.0646845334501124",Haringey London Boro
6,Generation,Solar PV,0,20,Eastern Power Networks (EPN),EPN-S0000008U1038,8U1038,Connected,EPN-S0000000H8056,A21 LUTON NORTH GRID,,,"51.8928793526497, -0.428402029213312",Luton (B)
8,Generation,Solar PV,0,26,Eastern Power Networks (EPN),EPN-S0000005U2594,5U2594,Connected,EPN-S0000000H5006,L10 HORSFORD PRIMARY,,,"52.6783447370073, 1.20886283290709",Broadland District
27,Generation,Solar PV,0,81,Eastern Power Networks (EPN),EPN-S0000003U2510,3U2510,Connected,EPN-S0000000H3020,J41 PARSONS HEATH PRIMARY,,,"51.8895344516797, 0.941245591704586",Colchester District (B)
12,Generation,Solar PV,0,11,Eastern Power Networks (EPN),EPN-S0000007U5833,7U5833,Connected,EPN-S0000000H7153,H32 LITTLE BELHUS PRIMARY,,,"51.5160224077006, 0.286923140789506",Thurrock (B)
8,Generation,Solar PV,0,30,Eastern Power Networks (EPN),EPN-S0000008U5725,8U5725,Connected,EPN-S0000000H8106,J10 WEST LETCHWORTH PRIMARY,,,"52.0053353404887, -0.265446433136979",Central Bedfordshire
8,Generation,Solar PV,0,28,Eastern Power Networks (EPN),EPN-S0000008U5683,8U5683,Connected,EPN-S0000000H8165,J09 NORTH HITCHIN PRIMARY,,,"51.9731348177587, -0.277700178316218",North Hertfordshire District
8,Generation,Solar PV,0,222,Eastern Power Networks (EPN),EPN-S0000004U0251,4U0251,Connected,EPN-S0000000H4001,E76 ARBURY PRIMARY,,,"52.2338832443929, 0.131587049780968",Cambridge District (B)
10,Generation,Solar PV,0,21,Eastern Power Networks (EPN),EPN-S0000007U4287,7U4287,Connected,EPN-S0000000H7110,F46 HANGER LEA PRIMARY,,,"51.8928414771935, 0.191953764143107",Uttlesford District
6,Generation,Solar PV,0,21,Eastern Power Networks (EPN),EPN-S0000007U6836,7U6836,Connected,EPN-S0000000H7029,K20 HUTTON PRIMARY,,,"51.6378004150912, 0.34366994546496",Brentwood District (B)
9,Generation,Solar PV,0,34,Eastern Power Networks (EPN),EPN-S0000005U3272,5U3272,Connected,EPN-S0000000H5024,L20 STODY PRIMARY,,,"52.9003619699693, 1.09829383628852",North Norfolk District
7,Generation,Solar PV,0,32,Eastern Power Networks (EPN),EPN-S0000007U3918,7U3918,Connected,EPN-S0000000H7033,F40 NEWTOWN PRIMARY,,,"51.8648052546517, 0.134405129918924",East Hertfordshire District
7,Generation,Solar PV,0,22,Eastern Power Networks (EPN),EPN-S0000007U6203,7U6203,Connected,EPN-S0000000H7044,K08 HIGH ST PRIMARY,,,"51.6395510215319, 0.279774452111253",Brentwood District (B)
14,Generation,Solar PV,0,46,Eastern Power Networks (EPN),EPN-S0000003U0376,3U0376,Connected,EPN-S0000000H3071,A18 BURNHAM PRIMARY,,,"51.6342344756924, 0.809213118998516",Maldon District (B)
17,Generation,Solar PV,0,58,Eastern Power Networks (EPN),EPN-S0000007U4013,7U4013,Connected,EPN-S0000000H7137,F44 WARE PRIMARY,,,"51.8174474370307, -0.0134539039704022",East Hertfordshire District
8,Generation,Solar PV,0,28,Eastern Power Networks (EPN),EPN-S0000007U1276,7U1276,Connected,EPN-S0000000H7009,C33 HAIULT AV PRIMARY,,,"51.610860624204, 0.663083267991791",Rochford District
7,Generation,Solar PV,0,49,Eastern Power Networks (EPN),EPN-S0000006U0854,6U0854,Connected,EPN-S0000000H6003,C14 BURY PRIMARY,,,"52.480198276705, -0.152705818721006",Huntingdonshire District
7,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000006U2231,6U2231,Connected,EPN-S0000000H6072,G10 GAYWOOD BRIDGE PRIMARY,,,"52.7680634777342, 0.44553617533976",King's Lynn and West Norfolk District (B)
10,Generation,Solar PV,0,100,Eastern Power Networks (EPN),EPN-S0000001U0366,1U0366,Connected,EPN-S0000000H1014,B10 DISS GRID,,,"52.3720110205192, 1.12535133362758",South Norfolk District
13,Generation,Solar PV,0,41,Eastern Power Networks (EPN),EPN-S0000003U2791,3U2791,Connected,EPN-S0000000H3049,J45 MARKS TEY PRIMARY,,,"51.8772023419802, 0.770736869397816",Colchester District (B)
21,Generation,Solar PV,0,54,Eastern Power Networks (EPN),EPN-S0000006U0519,6U0519,Connected,EPN-S0000000F6057,C09 PETERBOROUGH EAST 33-11,,,"52.5868906772863, -0.221377812653397",City of Peterborough (B)
19,Generation,Solar PV,0,70,Eastern Power Networks (EPN),EPN-S0000005U1631,5U1631,Connected,EPN-S0000000H5049,H40 BECCLES PRIMARY,,,"52.4521208473841, 1.5861077184437",East Suffolk District
6,Generation,Solar PV,0,17,Eastern Power Networks (EPN),EPN-S0000001U0843,1U0843,Connected,EPN-S0000000H1036,B19 HAVERHILL PRIMARY,,,"52.0410500748765, 0.53210243849717",Braintree District
13,Generation,Solar PV,0,61,Eastern Power Networks (EPN),EPN-S0000004U2056,4U2056,Connected,EPN-S0000000H4049,B66 KIMBOLTON PRIMARY,,,"52.301744759473, -0.391613492106671",Huntingdonshire District
18,Generation,Solar PV,0,52,Eastern Power Networks (EPN),EPN-S0000008U4999,8U4999,Connected,EPN-S0000000H8071,F24 BUCKINGHAM RD PRIMARY,,,"51.8843520522904, -0.845602313884262",Buckinghamshire
8,Generation,Solar PV,0,32,Eastern Power Networks (EPN),EPN-S0000003U0526,3U0526,Connected,EPN-S0000000H3066,A23 DANBURY PRIMARY,,,"51.6794664822225, 0.55852623830972",Chelmsford District (B)
7,Generation,Solar PV,0,24,Eastern Power Networks (EPN),EPN-S0000008U3429,8U3429,Connected,EPN-S0000000H8025,F13 BERKHAMSTED PRIMARY,,,"51.7551589608578, -0.570932678427428",Dacorum District (B)
11,Generation,Solar PV,0,33,Eastern Power Networks (EPN),EPN-S0000005U1687,5U1687,Connected,EPN-S0000000H5049,H40 BECCLES PRIMARY,,,"52.4518232000054, 1.56349738498018",East Suffolk District
11,Generation,Solar PV,0,38,Eastern Power Networks (EPN),EPN-S0000005U2627,5U2627,Connected,EPN-S0000000H5006,L10 HORSFORD PRIMARY,,,"52.6514301519092, 1.23038043712958",South Norfolk District
13,Generation,Solar PV,0,40,Eastern Power Networks (EPN),EPN-S0000008U0680,8U0680,Connected,EPN-S0000000H8076,A12 HOUGHTON REGIS PRIMARY,,,"51.9100837909802, -0.51926592558798",Central Bedfordshire
6,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000007U3919,7U3919,Connected,EPN-S0000000H7020,F42 THORLEY PRIMARY,,,"51.857782843966, 0.131430882580265",East Hertfordshire District
16,Generation,Solar PV,0,43,Eastern Power Networks (EPN),EPN-S0000004U1363,4U1363,Connected,EPN-S0000000F4068,B59 HUNTINGDON GRID,,,"52.3365839729491, -0.18816154051407",Huntingdonshire District
6,Generation,Solar PV,0,27,Eastern Power Networks (EPN),EPN-S0000008U6167,8U6167,Connected,EPN-S0000000H8010,J15 EAST STEVEGE PRIMARY,,,"51.8956225798135, -0.157202710089083",Stevenage District (B)
12,Generation,Solar PV,0,44,Eastern Power Networks (EPN),EPN-S0000006U0283,6U0283,Connected,EPN-S0000000F6037,C04 PETERBOROUGH NORTH GRID,,,"52.5816842203417, -0.272163072643214",City of Peterborough (B)
21,Generation,Solar PV,0,87,Eastern Power Networks (EPN),EPN-S0000004U1851,4U1851,Connected,EPN-S0000000H4046,B62 ST IVES PRIMARY,,,"52.3346856066142, -0.0913387920330857",Huntingdonshire District
10,Generation,Solar PV,0,10,Eastern Power Networks (EPN),EPN-S0000007U5847,7U5847,Connected,EPN-S0000000H7153,H32 LITTLE BELHUS PRIMARY,,,"51.5140994552145, 0.288104481396672",Thurrock (B)
9,Generation,Solar PV,0,45,Eastern Power Networks (EPN),EPN-S0000007U5801,7U5801,Connected,EPN-S0000000H7153,H32 LITTLE BELHUS PRIMARY,,,"51.5028257602977, 0.251822480535718",Thurrock (B)
6,Generation,Solar PV,0,15,Eastern Power Networks (EPN),EPN-S0000003U1894,3U1894,Connected,EPN-S0000000F3002,A57 CHELMSFORD NORTH GRID,,,"51.7435434711025, 0.443847513879964",Chelmsford District (B)
10,Generation,Solar PV,0,36,Eastern Power Networks (EPN),EPN-S0000006U2189,6U2189,Connected,EPN-S0000000H6072,G10 GAYWOOD BRIDGE PRIMARY,,,"52.7799073751931, 0.436490974358001",King's Lynn and West Norfolk District (B)
16,Generation,Solar PV,0,57,Eastern Power Networks (EPN),EPN-S0000005U3845,5U3845,Connected,EPN-S0000000H5074,L33 BEIGHTON PRIMARY,,,"52.6178872742215, 1.49130303136755",Broadland District
12,Generation,Solar PV,0,39,Eastern Power Networks (EPN),EPN-S0000008U4550,8U4550,Connected,EPN-S0000000H8052,F09 HEMEL NORTH PRIMARY,,,"51.7698588975705, -0.460941439120847",Dacorum District (B)
7,Generation,Solar PV,0,15,Eastern Power Networks (EPN),EPN-S0000007U2133,7U2133,Connected,EPN-S0000000H7037,C41 WICKFORD PRIMARY,,,"51.6100367330992, 0.515534701827929",Basildon District (B)
7,Generation,Solar PV,0,35,Eastern Power Networks (EPN),EPN-S0000007U4129,7U4129,Connected,EPN-S0000000H7040,F45 BROXBOURNE PRIMARY,,,"51.7430894722747, -0.0305213549407957",Broxbourne District (B)
6,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000004U3613,4U3613,Connected,EPN-S0000000H4045,E19 SAWSTON PRIMARY,,,"52.1315531364212, 0.177270155279212",South Cambridgeshire District
11,Generation,Solar PV,0,35,Eastern Power Networks (EPN),EPN-S0000001U2229,1U2229,Connected,EPN-S0000000H1045,D23 FORE HAMLET PRIMARY,,,"52.053886650542, 1.17166630146843",Ipswich District (B)
8,Generation,Solar PV,0,29,Eastern Power Networks (EPN),EPN-S0000003U0920,3U0920,Connected,EPN-S0000000H3006,A38 MALDON CAUSEWAY PRIMARY,,,"51.7318871701957, 0.616419927082434",Maldon District (B)
15,Generation,Solar PV,0,49,Eastern Power Networks (EPN),EPN-S0000005U2881,5U2881,Connected,EPN-S0000000H5011,L14 NORTH WALSHAM PRIMARY,,,"52.8270021519242, 1.39386772298437",North Norfolk District
10,Generation,Solar PV,0,43,Eastern Power Networks (EPN),EPN-R00000000H21A-000-232Z,5R2232,Connected,EPN-S0000000H5043,H21 FRAMLINGHAM PRIMARY,,,"52.2269515437157, 1.35174422224726",East Suffolk District
6,Generation,Solar PV,0,18,Eastern Power Networks (EPN),EPN-S0000005U1323,5U1323,Connected,EPN-S0000000H5043,H21 FRAMLINGHAM PRIMARY,,,"52.2546735524895, 1.34700337111475",East Suffolk District
6,Generation,Solar PV,0,16,Eastern Power Networks (EPN),EPN-S0000007U1461,7U1461,Connected,EPN-S0000000H7069,C35 LEIGH PRIMARY,,,"51.5495793736954, 0.637807844556672",Southend-on-Sea (B)
7,Generation,Solar PV,0,22,Eastern Power Networks (EPN),EPN-S0000004U1570,4U1570,Connected,EPN-S0000000H4053,B60 SANDY PRIMARY,,,"52.1306076545455, -0.216581313700861",Central Bedfordshire
27,Generation,Solar PV,0,78,Eastern Power Networks (EPN),EPN-S0000006U1433,6U1433,Connected,EPN-S0000000F6039,C53 PETERBOROUGH SOUTH PRI,,,"52.5599657142944, -0.258207424749908",City of Peterborough (B)
104,Generation,Solar PV,0,351,Eastern Power Networks (EPN),EPN-S0000001U0550,1U0550,Connected,EPN-S0000000H1062,B14 FORNHAM PRIMARY,,,"52.2623068961366, 0.698911043579594",West Suffolk District
6,Generation,Solar PV,0,16,Eastern Power Networks (EPN),EPN-S0000001U1320,1U1320,Connected,EPN-S0000000H1019,B26 SUDBURY PRIMARY,,,"52.0346125252821, 0.719823575018314",Babergh District
15,Generation,Solar PV,0,43,Eastern Power Networks (EPN),EPN-S0000008U6109,8U6109,Connected,EPN-S0000000H8010,J15 EAST STEVEGE PRIMARY,,,"51.8989509611823, -0.171348541019096",Stevenage District (B)
14,Generation,Solar PV,0,50,Eastern Power Networks (EPN),EPN-S0000005U3895,5U3895,Connected,EPN-S0000000H5085,L34 WESTON LONGVILLE PRIMARY,,,"52.7045231250223, 0.97911289723387",Breckland District
9,Generation,Solar PV,0,31,Eastern Power Networks (EPN),EPN-S0000001U1885,1U1885,Connected,EPN-S0000000H1012,B56 BURY GRID,,,"52.2279789926368, 0.723318665282685",West Suffolk District
9,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000004U2281,4U2281,Connected,EPN-S0000000H4007,E02 ELY PRIMARY,,,"52.3625988212927, 0.249979601441294",East Cambridgeshire District
11,Generation,Solar PV,0,42,Eastern Power Networks (EPN),EPN-R00000000C14C-000-034Z,4R2575,Connected,EPN-S0000000H6003,C14 BURY PRIMARY,,,"52.3676222937475, -0.0699783056985065",Huntingdonshire District
7,Generation,Solar PV,0,21,Eastern Power Networks (EPN),EPN-S0000007U0588,7U0588,Connected,EPN-S0000000H7109,C26 CANVEY PRIMARY,,,"51.5166698193928, 0.573500271197266",Castle Point District (B)
6,Generation,Solar PV,0,19,Eastern Power Networks (EPN),EPN-S0000005U2654,5U2654,Connected,EPN-S0000000H5057,L12 MOUSEHOLD PRIMARY,,,"52.6433923298079, 1.34104138768548",Norwich District (B)
7,Generation,Solar PV,0,30,Eastern Power Networks (EPN),EPN-S0000005U2692,5U2692,Connected,EPN-S0000000H5057,L12 MOUSEHOLD PRIMARY,,,"52.6457548472868, 1.34022239777477",Norwich District (B)
12,Generation,Solar PV,0,38,Eastern Power Networks (EPN),EPN-S0000007U0085,7U0085,Connected,EPN-S0000000H7056,C59 RAYLEIGH LOCAL PRIMARY,,,"51.5921451228417, 0.586355755604741",Rochford District
7,Generation,Solar PV,0,28,Eastern Power Networks (EPN),EPN-S0000008U5015,8U5015,Connected,EPN-S0000000H8071,F24 BUCKINGHAM RD PRIMARY,,,"51.8258911609705, -0.81002464879462",Buckinghamshire
7,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-R00000000B25C-000-008Z,1R4255,Connected,EPN-S0000000H1030,B25 STANTON PRIMARY,,,"52.3258713646175, 0.877944476955915",West Suffolk District
9,Generation,Solar PV,0,31,Eastern Power Networks (EPN),EPN-S0000001U2983,1U2983,Connected,EPN-S0000000H1059,D36 CLAYDON CEMENT PRIMARY,,,"52.1124075948673, 1.11200417191421",Mid Suffolk District
23,Generation,Solar PV,0,56,Eastern Power Networks (EPN),EPN-S0000007U3663,7U3663,Connected,EPN-S0000000H7073,F37 REED PRIMARY,,,"52.004676488343, 0.0131444165263169",North Hertfordshire District
6,Generation,Solar PV,0,19,Eastern Power Networks (EPN),EPN-S0000008U4272,8U4272,Connected,EPN-S0000000H8046,F22 WENDOVER PRIMARY,,,"51.7870615208093, -0.760702621808069",Buckinghamshire
77,Generation,Solar PV,0,274,Eastern Power Networks (EPN),EPN-S0000005U0384,5U0384,Connected,EPN-S0000000H5083,H08 ORMESBY PRIMARY,,,"52.6944394382284, 1.69173285457488",Great Yarmouth District (B)
7,Generation,Solar PV,0,33,Eastern Power Networks (EPN),EPN-S0000008U6338,8U6338,Connected,EPN-S0000000H7088,J18 CENTRAL HARPENDEN PRI,,,"51.7965718317581, -0.353518635075502",St. Albans District (B)
11,Generation,Solar PV,0,38,Eastern Power Networks (EPN),EPN-S0000003U1305,3U1305,Connected,EPN-S0000000H3029,A44 SOUTH CHELMSFORD PRIMARY,,,"51.6956385026525, 0.471141571244241",Chelmsford District (B)
7,Generation,Solar PV,0,24,Eastern Power Networks (EPN),EPN-S0000006U0284,6U0284,Connected,EPN-S0000000F6037,C04 PETERBOROUGH NORTH GRID,,,"52.6112646003518, -0.274840451247905",City of Peterborough (B)
6,Generation,Solar PV,0,21,Eastern Power Networks (EPN),EPN-S0000008U6328,8U6328,Connected,EPN-S0000000H7088,J18 CENTRAL HARPENDEN PRI,,,"51.8078631357742, -0.342475400027526",St. Albans District (B)
6,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000003U1892,3U1892,Connected,EPN-S0000000F3002,A57 CHELMSFORD NORTH GRID,,,"51.7502145168559, 0.467035608708445",Chelmsford District (B)
9,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000008U7780,8U7780,Connected,EPN-S0000000H8011,K36 EASTCOTE PRIMARY,,,"51.5874031353725, -0.39190088445739",Hillingdon London Boro
8,Generation,Solar PV,0,28,Eastern Power Networks (EPN),EPN-S0000008U9071,8U9071,Connected,EPN-S0000000H8118,K56 HATCH END GRID,,,"51.61852684757, -0.395932427186898",Three Rivers District
7,Generation,Solar PV,0,17,Eastern Power Networks (EPN),EPN-S0000007U6283,7U6283,Connected,EPN-S0000000H7058,K07 BECONTREE PRIMARY,,,"51.5473159505323, 0.14532913472186",Barking and Dagenham London Boro
12,Generation,Solar PV,0,47,Eastern Power Networks (EPN),EPN-S0000004U1994,4U1994,Connected,EPN-S0000000F4039,B64 EDISON RD GRID,,,"52.14401161087, -0.447676092455652",Bedford (B)
10,Generation,Solar PV,0,35,Eastern Power Networks (EPN),EPN-S0000001U2107,1U2107,Connected,EPN-S0000000H1006,D14 HIGHFIELD PRIMARY,,,"52.0735669524423, 1.14782752751174",Ipswich District (B)
9,Generation,Solar PV,0,24,Eastern Power Networks (EPN),EPN-S0000001U2423,1U2423,Connected,EPN-S0000000H1008,D21 TURRET LN PRIMARY,,,"52.0606160532636, 1.14673879061972",Ipswich District (B)
